,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
5125,137,male,group C,some college,standard,completed,78,80,78
5126,138,male,group E,some high school,free/reduced,none,55,60,44
5127,139,male,group D,associate's degree,standard,completed,86,72,81
5128,140,female,group D,some college,standard,none,84,91,94
5129,141,female,group C,master's degree,free/reduced,completed,65,69,70
5130,142,male,group B,high school,standard,completed,39,38,34
5131,143,male,group C,some college,standard,completed,60,61,61
5132,144,female,group C,some college,standard,none,50,50,52
5133,145,female,group A,some college,free/reduced,none,45,63,59
5134,146,male,group D,some college,standard,completed,84,87,86
5135,147,male,group B,high school,free/reduced,none,22,17,17
5136,148,male,group D,high school,standard,none,73,75,71
5137,149,male,group D,associate's degree,standard,none,68,65,58
5138,150,female,group C,high school,standard,none,68,72,74
5139,151,male,group D,bachelor's degree,free/reduced,completed,76,88,86
5140,152,female,group E,high school,free/reduced,completed,67,82,75
5141,153,male,group B,bachelor's degree,standard,completed,68,64,70
5142,154,male,group D,bachelor's degree,standard,completed,68,68,67
5143,155,female,group B,associate's degree,standard,none,73,77,75
5144,156,male,group D,associate's degree,free/reduced,completed,69,81,83
5145,157,female,group C,some college,standard,none,68,78,70
5146,158,female,group E,some high school,standard,completed,71,79,82
5147,159,male,group E,some college,free/reduced,none,58,60,61
5148,160,female,group D,associate's degree,standard,none,67,75,80
5149,161,female,group E,some high school,standard,none,74,76,76
5150,162,female,group D,some high school,standard,none,79,83,83
5151,163,female,group E,high school,standard,none,80,83,80
5152,164,female,group A,master's degree,standard,none,58,70,70
5153,165,female,group B,high school,standard,completed,94,98,94
5154,166,female,group C,master's degree,standard,none,84,99,96
5155,167,male,group E,some college,standard,none,78,67,69
5156,168,male,group A,associate's degree,free/reduced,none,57,56,54
5157,169,female,group C,some high school,standard,none,81,82,84
5158,170,female,group C,some college,free/reduced,completed,72,89,95
5159,171,female,group B,some high school,free/reduced,completed,65,75,78
5160,172,female,group B,some high school,free/reduced,none,54,70,60
5161,173,male,group C,master's degree,free/reduced,completed,66,69,63
5162,174,female,group C,master's degree,standard,none,62,67,68
5163,175,female,group B,associate's degree,standard,completed,70,64,75
5164,176,female,group B,associate's degree,free/reduced,none,67,88,84
5165,177,male,group C,some high school,free/reduced,completed,69,66,61
5166,178,female,group C,associate's degree,standard,none,88,97,92
5167,179,female,group B,some college,free/reduced,none,41,52,46
5168,180,female,group C,associate's degree,standard,none,85,92,89
5169,181,female,group C,master's degree,standard,none,99,100,100
5170,182,male,group C,bachelor's degree,free/reduced,none,50,49,52
5171,183,male,group B,bachelor's degree,free/reduced,none,40,33,41
5172,184,female,group C,bachelor's degree,standard,none,69,88,84
5173,185,male,group A,some college,standard,none,66,55,51
5174,186,male,group B,some college,free/reduced,none,36,30,29
5175,187,female,group B,some college,free/reduced,completed,63,78,76
5176,188,female,group A,some college,free/reduced,completed,47,58,58
5177,189,female,group A,high school,standard,none,49,59,57
5178,190,male,group D,high school,free/reduced,completed,45,43,39
5179,191,female,group A,high school,standard,none,64,83,79
5180,192,female,group D,high school,standard,none,52,79,75
5181,193,female,group A,associate's degree,free/reduced,completed,55,62,63
5182,194,male,group E,some college,standard,none,76,61,56
5183,195,female,group B,high school,standard,none,70,75,75
5184,196,male,group B,associate's degree,standard,completed,78,77,74
5185,197,male,group E,bachelor's degree,free/reduced,none,65,64,64
5186,198,female,group C,bachelor's degree,standard,completed,46,53,59
5187,199,female,group E,master's degree,standard,completed,100,100,100
5188,200,female,group D,high school,standard,completed,79,91,89
5189,201,male,group E,high school,standard,completed,86,80,82
5190,202,female,group A,some college,free/reduced,none,50,58,57
5191,203,male,group C,associate's degree,standard,none,90,92,84
5192,204,female,group C,some college,standard,none,59,62,66
5193,205,male,group B,associate's degree,free/reduced,completed,74,79,76
5194,206,female,group C,some college,standard,none,67,74,71
5195,207,male,group C,some high school,free/reduced,none,79,69,64
5196,208,female,group B,associate's degree,free/reduced,none,57,70,66
5197,209,female,group E,bachelor's degree,standard,completed,93,100,100
5198,210,female,group B,master's degree,free/reduced,completed,48,55,59
5199,211,female,group D,some high school,free/reduced,completed,50,61,68
5200,212,female,group D,associate's degree,standard,completed,75,89,88
5201,213,male,group C,bachelor's degree,free/reduced,completed,66,71,72
5202,214,female,group E,associate's degree,free/reduced,none,69,77,76
5203,215,female,group B,high school,free/reduced,completed,65,76,74
5204,216,female,group B,associate's degree,standard,completed,69,80,80
5205,217,male,group D,associate's degree,free/reduced,none,64,66,67
5206,218,female,group B,some college,standard,completed,67,80,81
5207,219,male,group C,high school,standard,completed,54,50,47
5208,220,female,group B,high school,standard,none,66,80,66
5209,221,male,group D,some high school,standard,none,54,53,46
5210,222,female,group B,some high school,free/reduced,none,62,67,67
5211,223,male,group D,some high school,standard,completed,75,77,77
5212,224,male,group C,bachelor's degree,free/reduced,none,59,46,42
5213,225,male,group E,bachelor's degree,standard,none,63,57,53
5214,226,female,group B,associate's degree,standard,completed,71,81,80
5215,227,female,group B,some college,standard,none,68,77,68
5216,228,female,group B,high school,standard,none,75,88,83
5217,229,female,group D,associate's degree,standard,completed,95,100,100
5218,230,female,group A,associate's degree,free/reduced,none,21,42,33
5219,231,male,group A,high school,standard,none,84,83,74
5220,232,male,group A,some college,standard,none,67,68,61
5221,233,female,group D,some college,standard,completed,80,92,88
5222,234,female,group C,high school,free/reduced,completed,70,78,80
5223,235,female,group C,some college,standard,none,45,52,49
5224,236,male,group E,some college,free/reduced,none,56,59,57
5225,237,male,group C,high school,standard,none,67,63,56
5226,238,female,group B,associate's degree,standard,completed,87,97,96
5227,239,female,group D,high school,standard,completed,96,97,100
5228,240,female,group E,bachelor's degree,standard,none,87,93,95
5229,241,female,group B,high school,free/reduced,none,55,67,57
5230,242,female,group E,some high school,standard,none,53,54,44
5231,243,female,group D,some high school,standard,none,86,95,85
5232,244,male,group B,some high school,free/reduced,completed,49,55,49
5233,245,male,group B,master's degree,standard,none,51,36,41
5234,246,male,group D,some college,standard,none,73,59,65
5235,247,male,group D,master's degree,free/reduced,completed,62,54,65
5236,248,female,group D,some college,standard,none,80,78,77
5237,249,male,group C,some high school,free/reduced,completed,43,57,48
5238,250,female,group B,some college,standard,none,34,40,37
5239,251,male,group E,associate's degree,standard,none,90,82,74
5240,252,female,group D,some college,standard,none,59,69,71
5241,253,female,group C,some high school,standard,completed,56,72,68
5242,254,male,group E,some high school,free/reduced,none,72,58,57
5243,255,female,group B,master's degree,free/reduced,none,55,63,63
5244,256,male,group D,associate's degree,standard,none,64,52,58
5245,257,female,group D,bachelor's degree,standard,none,69,64,68
5246,258,female,group C,associate's degree,standard,none,64,71,70
5247,259,male,group D,some high school,standard,none,63,56,55
5248,260,male,group D,high school,standard,completed,66,72,66
5249,261,female,group D,master's degree,free/reduced,none,71,88,87
5250,262,male,group D,associate's degree,standard,none,69,70,67
5251,263,female,group B,associate's degree,standard,completed,62,76,81
5252,264,female,group E,high school,standard,none,68,79,76
5253,265,male,group D,some college,standard,completed,93,95,86
5254,266,female,group C,some high school,standard,completed,65,66,74
5255,267,male,group A,some college,free/reduced,completed,60,66,62
5256,268,male,group B,associate's degree,free/reduced,none,41,48,42
5257,269,male,group E,some college,standard,none,91,80,82
5258,270,female,group B,some high school,free/reduced,completed,47,66,65
5259,271,female,group B,master's degree,standard,completed,73,85,83
5260,272,female,group C,high school,standard,none,51,63,60
5261,273,female,group D,some high school,standard,none,83,90,91
5262,274,male,group C,some high school,free/reduced,completed,68,61,57
5263,275,female,group B,some high school,free/reduced,completed,43,65,63
5264,276,female,group D,some college,standard,completed,97,100,99
5265,277,female,group E,high school,free/reduced,none,72,74,73
5266,278,female,group B,associate's degree,free/reduced,none,43,68,60
5267,279,male,group C,some high school,standard,completed,97,87,86
5268,280,female,group D,bachelor's degree,standard,completed,80,81,86
5269,282,female,group E,high school,free/reduced,completed,64,69,76
5270,283,male,group B,some college,free/reduced,none,48,46,39
5271,284,female,group E,associate's degree,free/reduced,none,81,89,89
5272,285,female,group A,bachelor's degree,standard,none,76,80,87
5273,286,male,group D,some high school,free/reduced,none,74,69,64
5274,287,female,group C,associate's degree,standard,none,72,88,80
5275,288,male,group E,high school,standard,completed,71,67,66
5276,289,male,group A,high school,free/reduced,none,51,43,44
5277,290,female,group D,master's degree,standard,completed,75,84,85
5278,291,male,group C,bachelor's degree,standard,completed,81,77,82
5279,292,male,group E,some college,standard,completed,96,90,85
5280,293,female,group C,high school,standard,completed,54,60,63
5281,294,female,group C,master's degree,free/reduced,none,61,71,72
5282,295,male,group E,some college,free/reduced,none,72,75,68
5283,296,male,group C,high school,free/reduced,completed,53,53,57
5284,297,male,group D,some high school,standard,none,65,61,59
5285,298,female,group C,some high school,standard,completed,47,60,60
5286,299,male,group A,high school,free/reduced,none,47,51,40
5287,300,female,group E,bachelor's degree,standard,completed,70,79,83
5288,301,female,group B,some college,standard,none,62,85,84
5289,302,female,group C,some high school,standard,none,78,98,88
5290,303,female,group B,associate's degree,free/reduced,completed,60,68,81
5291,304,female,group C,high school,free/reduced,completed,35,53,59
5292,305,female,group C,associate's degree,free/reduced,none,54,75,75
5293,307,male,group B,master's degree,standard,none,78,62,66
5294,308,male,group B,some high school,standard,none,47,55,50
5295,309,male,group E,associate's degree,standard,none,100,89,90
5296,310,female,group D,some high school,standard,none,65,71,63
5297,311,female,group C,high school,standard,completed,75,81,81
5298,312,female,group D,some college,standard,none,64,68,72
5299,313,male,group C,master's degree,free/reduced,completed,58,45,50
5300,314,male,group B,some high school,standard,none,79,77,72
5301,315,female,group B,some college,standard,none,48,55,50
5302,316,female,group C,some high school,standard,none,59,66,63
5303,317,female,group C,some high school,standard,none,65,77,68
5304,318,female,group C,high school,standard,completed,72,100,94
5305,319,male,group C,some college,standard,none,53,51,48
5306,320,male,group D,associate's degree,free/reduced,none,83,79,84
5307,321,female,group D,associate's degree,free/reduced,completed,82,94,98
5308,322,female,group D,some college,standard,none,68,63,69
5309,323,female,group C,bachelor's degree,free/reduced,completed,44,57,53
5310,324,male,group B,bachelor's degree,free/reduced,completed,84,94,89
5311,325,female,group D,associate's degree,standard,completed,70,85,87
5312,326,male,group C,some high school,standard,completed,73,82,74
5313,327,female,group B,master's degree,standard,completed,73,80,79
5314,328,female,group E,some college,free/reduced,none,55,67,61
5315,329,male,group B,associate's degree,standard,none,51,47,47
5316,330,female,group D,some college,standard,completed,52,69,67
5317,331,female,group C,high school,free/reduced,none,27,36,33
5318,332,female,group C,associate's degree,standard,none,51,66,63
5319,333,male,group B,some college,standard,completed,81,78,82
5320,334,male,group A,bachelor's degree,standard,none,90,78,76
5321,335,female,group B,high school,standard,none,66,67,68
5322,336,male,group C,high school,standard,none,65,71,64
5323,337,male,group C,bachelor's degree,free/reduced,completed,72,77,70
5324,338,female,group C,master's degree,free/reduced,completed,62,84,86
5325,339,female,group C,some high school,free/reduced,none,54,69,65
5326,340,female,group C,high school,standard,none,85,94,92
5327,341,female,group B,some college,standard,completed,68,72,78
5328,342,female,group C,associate's degree,free/reduced,none,60,77,71
5329,343,female,group D,some college,standard,none,80,82,84
5330,344,female,group A,some high school,standard,none,70,74,77
5331,345,female,group C,bachelor's degree,standard,completed,65,79,84
5332,346,male,group A,bachelor's degree,standard,none,57,58,56
5333,347,male,group C,associate's degree,standard,completed,69,65,62
5334,348,male,group C,bachelor's degree,free/reduced,none,44,40,38
5335,349,male,group A,high school,standard,completed,81,70,66
5336,350,male,group E,high school,standard,none,77,75,74
5337,351,female,group C,associate's degree,free/reduced,none,62,61,63
5338,352,female,group C,bachelor's degree,standard,none,66,61,65
5339,353,male,group D,high school,standard,completed,77,73,74
5340,354,female,group C,high school,free/reduced,none,41,52,42
5341,355,female,group D,high school,free/reduced,none,51,60,57
5342,356,male,group C,some high school,standard,none,57,61,56
5343,357,female,group C,associate's degree,standard,none,82,94,95
5344,358,female,group C,high school,free/reduced,none,52,57,58
5345,359,male,group D,master's degree,free/reduced,none,58,54,55
5346,360,female,group A,some high school,free/reduced,none,22,30,24
5347,361,male,group C,some high school,free/reduced,completed,50,50,53
5348,362,male,group E,high school,standard,completed,84,61,66
5349,363,female,group B,some high school,standard,none,59,54,56
5350,364,male,group E,some college,standard,none,71,67,64
5351,365,male,group A,some college,standard,completed,78,68,66
5352,366,female,group A,associate's degree,standard,none,53,69,62
5353,367,female,group B,some college,free/reduced,completed,63,75,72
5354,368,female,group C,some college,standard,completed,55,66,68
5355,369,male,group C,associate's degree,standard,none,66,60,63
5356,370,male,group C,some high school,free/reduced,none,45,52,47
5357,371,female,group E,some high school,standard,none,75,83,79
5358,372,female,group C,some college,free/reduced,none,57,74,72
5359,373,female,group B,bachelor's degree,standard,none,75,78,80
5360,374,male,group A,some high school,free/reduced,none,46,40,39
5361,375,female,group C,associate's degree,free/reduced,none,54,65,62
5362,376,male,group D,some college,standard,completed,94,95,98
5363,377,male,group C,some college,standard,completed,65,63,62
5364,378,male,group A,master's degree,standard,none,60,49,51
5365,379,male,group D,some college,standard,completed,70,71,75
5366,380,female,group D,some high school,free/reduced,none,52,67,66
5367,381,male,group D,some college,standard,none,64,68,66
5368,382,female,group C,high school,standard,none,56,74,69
5369,383,female,group C,bachelor's degree,standard,none,39,43,40
5370,384,female,group B,bachelor's degree,standard,completed,80,85,95
5371,385,female,group C,some high school,free/reduced,completed,40,53,58
5372,386,male,group D,some high school,standard,none,62,49,47
5373,387,male,group E,high school,standard,none,95,83,83
5374,388,male,group E,some college,standard,none,100,88,83
5375,389,female,group D,some high school,free/reduced,completed,56,63,61
5376,390,male,group D,high school,standard,none,75,66,65
5377,391,male,group D,bachelor's degree,standard,none,56,62,59
5378,392,male,group C,associate's degree,standard,none,71,53,50
5379,393,male,group D,some college,free/reduced,none,71,72,66
5380,394,female,group B,some college,free/reduced,none,44,49,53
5381,395,female,group E,associate's degree,free/reduced,none,70,82,82
5382,396,male,group D,associate's degree,standard,none,100,85,84
5383,397,male,group C,bachelor's degree,standard,none,71,65,62
5384,398,female,group C,some high school,standard,completed,53,58,60
5385,399,male,group C,bachelor's degree,free/reduced,completed,65,60,59
5386,400,female,group D,some high school,free/reduced,completed,59,73,71
5387,401,male,group D,some high school,free/reduced,completed,55,62,54
5388,402,female,group C,some college,free/reduced,none,58,67,62
5389,403,female,group C,some high school,standard,none,68,72,70
5390,404,female,group C,bachelor's degree,free/reduced,none,66,85,86
5391,405,female,group D,some high school,free/reduced,none,44,61,60
5392,406,male,group E,some college,free/reduced,none,77,62,57
5393,407,female,group B,high school,standard,none,48,54,53
5394,408,female,group C,master's degree,free/reduced,none,72,89,88
5395,409,female,group E,high school,standard,completed,63,70,69
5396,410,female,group E,high school,free/reduced,none,72,81,75
5397,411,male,group D,bachelor's degree,standard,none,66,67,66
5398,412,female,group C,some high school,free/reduced,completed,54,55,65
5399,413,male,group D,some high school,free/reduced,none,68,56,57
5400,414,male,group D,bachelor's degree,standard,completed,100,97,100
5401,415,male,group E,associate's degree,standard,none,91,73,66
5402,416,female,group D,some college,standard,completed,52,72,80
5403,417,male,group C,high school,free/reduced,none,66,69,67
5404,418,female,group B,high school,standard,none,45,59,60
5405,419,female,group A,some college,free/reduced,completed,56,70,68
5406,420,male,group E,some high school,standard,completed,88,73,70
5407,421,female,group A,associate's degree,standard,none,60,66,60
5408,422,female,group C,some college,standard,completed,55,61,61
5409,423,male,group B,some high school,free/reduced,none,60,61,58
5410,424,male,group C,bachelor's degree,standard,none,76,77,73
5411,425,male,group C,associate's degree,free/reduced,none,75,77,63
5412,426,male,group B,associate's degree,free/reduced,completed,47,40,44
5413,427,female,group B,some college,standard,completed,66,79,88
5414,428,female,group A,high school,standard,none,39,46,40
5415,429,male,group C,some college,standard,completed,61,54,61
5416,430,male,group E,some college,standard,none,94,86,82
5417,431,male,group A,associate's degree,standard,none,78,81,77
5418,432,male,group B,some college,standard,completed,99,98,93
5419,433,female,group C,high school,standard,none,63,70,69
5420,434,female,group E,some high school,standard,none,71,69,68
5421,435,female,group B,some high school,standard,completed,83,94,95
5422,436,male,group E,some high school,free/reduced,none,62,60,53
5423,437,male,group C,associate's degree,standard,none,52,43,41
5424,438,male,group C,high school,standard,none,57,51,46
5425,439,female,group D,some high school,standard,none,59,64,61
5426,440,female,group D,associate's degree,standard,completed,82,83,92
5427,441,female,group D,bachelor's degree,standard,none,75,85,91
5428,442,male,group C,master's degree,standard,none,83,81,80
5429,443,female,group C,some college,free/reduced,none,62,73,73
5430,445,male,group D,bachelor's degree,standard,completed,88,89,95
5431,446,male,group B,some college,free/reduced,none,44,50,39
5432,447,female,group A,high school,free/reduced,none,59,71,70
5433,448,female,group D,associate's degree,free/reduced,none,43,50,48
5434,449,male,group E,some high school,free/reduced,none,35,36,38
5435,450,female,group C,bachelor's degree,standard,none,82,83,85
5436,451,male,group C,bachelor's degree,free/reduced,none,51,50,46
5437,452,female,group B,some high school,standard,completed,63,75,69
5438,453,male,group C,high school,standard,none,49,45,44
5439,454,male,group A,some college,free/reduced,none,32,25,23
5440,455,female,group E,associate's degree,free/reduced,none,94,96,87
5441,456,female,group E,some high school,free/reduced,none,29,41,38
5442,457,female,group C,associate's degree,free/reduced,none,52,67,61
5443,458,female,group A,high school,standard,none,68,68,63
5444,459,female,group C,high school,standard,none,65,71,76
5445,460,female,group B,some high school,free/reduced,none,39,60,57
5446,461,female,group D,some college,standard,none,41,57,51
5447,462,male,group D,some high school,standard,none,57,58,56
5448,463,female,group A,high school,standard,completed,74,79,82
5449,464,male,group B,associate's degree,standard,none,81,82,78
5450,465,female,group A,some college,standard,completed,46,50,55
5451,466,male,group C,some high school,standard,completed,66,68,64
5452,467,male,group D,high school,free/reduced,none,82,79,71
5453,468,female,group C,some high school,standard,none,54,62,62
5454,469,male,group B,associate's degree,standard,completed,71,61,58
5455,470,male,group B,high school,standard,none,67,60,50
5456,471,male,group D,some college,standard,completed,79,73,73
5457,472,female,group D,associate's degree,standard,completed,86,100,100
5458,473,female,group D,some college,standard,none,80,89,86
5459,474,male,group E,some college,standard,none,88,81,76
5460,475,female,group B,some college,free/reduced,none,46,50,52
5461,476,female,group C,high school,free/reduced,none,58,72,69
5462,477,female,group C,some college,free/reduced,none,46,55,57
5463,478,male,group B,high school,standard,none,45,38,36
5464,479,female,group D,bachelor's degree,standard,none,77,87,87
5465,480,female,group B,some college,standard,none,69,75,77
5466,481,male,group D,some high school,standard,completed,81,80,84
5467,482,female,group D,master's degree,free/reduced,completed,69,73,86
5468,483,male,group E,some high school,free/reduced,none,66,65,59
5469,484,male,group D,associate's degree,free/reduced,none,62,69,54
5470,485,female,group D,high school,free/reduced,none,56,66,63
5471,486,female,group C,high school,standard,none,61,81,74
5472,487,female,group C,associate's degree,standard,none,63,69,59
5473,488,female,group C,some college,standard,none,53,64,62
5474,489,female,group C,associate's degree,standard,completed,47,63,65
5475,490,male,group C,some college,free/reduced,none,64,49,48
5476,491,male,group E,bachelor's degree,standard,none,80,71,73
5477,492,male,group D,master's degree,standard,none,93,71,76
5478,493,male,group D,bachelor's degree,free/reduced,none,66,63,63
5479,494,female,group C,bachelor's degree,standard,completed,79,83,87
5480,495,female,group C,some college,standard,completed,62,70,76
5481,496,male,group D,some college,standard,none,74,69,70
5482,497,male,group D,high school,free/reduced,none,60,65,59
5483,498,female,group C,high school,standard,none,62,63,68
5484,499,male,group C,some college,standard,none,58,60,60
5485,500,female,group B,high school,standard,completed,62,65,68
5486,501,female,group B,some college,free/reduced,none,53,70,65
5487,502,female,group C,some high school,standard,none,72,87,82
5488,503,male,group B,associate's degree,standard,completed,88,83,86
5489,504,female,group C,high school,standard,completed,50,60,59
5490,505,female,group B,some college,standard,none,53,58,56
5491,506,male,group D,associate's degree,free/reduced,none,71,69,65
5492,507,male,group C,some college,standard,none,93,80,78
5493,508,male,group E,some high school,standard,none,69,50,58
5494,509,female,group D,associate's degree,standard,none,64,82,85
5495,510,female,group D,associate's degree,free/reduced,completed,76,86,91
5496,511,male,group E,high school,standard,none,60,53,46
5497,512,male,group E,bachelor's degree,standard,completed,75,82,75
5498,513,female,group B,associate's degree,standard,none,79,78,78
5499,514,female,group B,bachelor's degree,free/reduced,none,63,82,74
5500,515,male,group C,high school,free/reduced,none,57,55,47
5501,516,female,group B,some college,free/reduced,none,51,58,58
5502,517,female,group C,some high school,standard,completed,71,77,72
5503,518,male,group B,associate's degree,standard,none,63,51,50
5504,519,female,group D,bachelor's degree,standard,completed,78,86,86
5505,520,female,group D,associate's degree,free/reduced,completed,67,78,85
5506,521,male,group D,master's degree,standard,none,94,86,92
5507,522,male,group B,associate's degree,standard,none,73,61,56
5508,523,male,group B,some college,free/reduced,none,59,57,54
5509,524,female,group E,associate's degree,free/reduced,none,66,75,73
5510,525,male,group B,bachelor's degree,free/reduced,completed,69,78,72
5511,527,female,group C,some college,standard,completed,62,62,63
5512,528,male,group C,some high school,free/reduced,none,54,46,46
5513,529,female,group D,high school,standard,none,81,84,94
5514,530,male,group C,bachelor's degree,standard,none,83,82,74
5515,531,male,group E,some high school,free/reduced,none,46,39,37
5516,532,female,group A,associate's degree,free/reduced,none,51,66,66
5517,533,male,group D,master's degree,standard,none,84,75,83
5518,534,female,group E,some college,free/reduced,completed,58,68,71
5519,535,male,group C,some high school,standard,none,60,51,50
5520,536,female,group C,high school,free/reduced,completed,59,77,73
5521,537,female,group D,some college,standard,none,51,73,69
5522,538,male,group C,some college,free/reduced,completed,81,77,83
5523,539,male,group D,high school,standard,none,72,68,72
5524,540,male,group C,bachelor's degree,free/reduced,none,48,58,51
5525,541,male,group C,master's degree,free/reduced,none,52,55,54
5526,542,male,group C,high school,standard,none,52,51,47
5527,543,male,group B,some high school,standard,none,65,57,53
5528,544,female,group C,some college,standard,none,84,84,87
5529,545,female,group B,associate's degree,standard,none,77,77,81
5530,546,male,group E,some college,standard,none,77,62,59
5531,547,female,group C,some college,free/reduced,none,18,24,31
5532,548,female,group B,some college,free/reduced,none,48,62,58
5533,549,female,group C,some high school,standard,none,43,55,47
5534,550,male,group B,some college,standard,completed,60,50,54
5535,551,female,group D,associate's degree,free/reduced,completed,53,70,73
5536,552,female,group D,high school,standard,completed,76,84,87
5537,553,male,group B,bachelor's degree,standard,none,71,62,67
5538,554,male,group C,master's degree,free/reduced,none,61,60,56
5539,555,female,group D,high school,free/reduced,none,48,47,46
5540,556,male,group C,associate's degree,standard,completed,76,74,69
5541,557,female,group D,high school,free/reduced,none,60,66,67
5542,558,female,group D,associate's degree,free/reduced,none,67,69,69
5543,559,male,group C,associate's degree,standard,none,85,77,78
5544,560,male,group B,associate's degree,standard,completed,54,57,50
5545,561,female,group C,associate's degree,standard,none,78,82,80
5546,562,male,group D,high school,free/reduced,completed,64,76,71
5547,563,male,group E,associate's degree,standard,completed,89,81,79
5548,564,male,group E,bachelor's degree,free/reduced,none,60,57,55
5549,565,male,group D,some college,standard,completed,94,89,92
5550,566,male,group B,high school,standard,none,86,81,67
5551,567,female,group D,some college,free/reduced,none,58,69,69
5552,568,female,group A,bachelor's degree,standard,none,69,80,75
5553,569,female,group B,some high school,standard,completed,71,84,90
5554,570,male,group D,some college,standard,none,62,65,64
5555,571,male,group E,some high school,standard,none,84,72,73
5556,572,female,group E,associate's degree,standard,none,70,75,70
5557,573,female,group C,some college,free/reduced,completed,71,93,89
5558,574,female,group D,some college,standard,none,38,43,41
5559,575,female,group A,associate's degree,standard,completed,90,98,99
5560,576,female,group B,bachelor's degree,free/reduced,completed,54,73,70
5561,577,male,group D,some high school,standard,completed,79,80,81
5562,578,male,group C,master's degree,standard,none,92,81,80
5563,579,female,group D,some high school,free/reduced,none,42,48,49
5564,580,male,group D,bachelor's degree,standard,none,83,75,68
5565,581,male,group D,high school,free/reduced,completed,42,34,35
5566,582,female,group D,some high school,free/reduced,none,53,68,60
5567,583,female,group B,some college,free/reduced,none,41,55,49
5568,584,female,group A,associate's degree,standard,completed,96,100,99
5569,585,female,group E,high school,standard,none,71,69,73
5570,586,female,group C,associate's degree,standard,completed,56,75,74
5571,587,female,group C,some college,standard,none,63,73,74
5572,588,male,group B,high school,standard,completed,82,97,91
5573,589,female,group A,some high school,standard,none,73,75,73
5574,590,male,group B,some high school,free/reduced,none,50,54,43
5575,591,female,group D,high school,standard,none,83,85,87
5576,592,female,group C,some college,standard,none,58,64,63
5577,593,male,group C,some high school,standard,none,42,30,34
5578,594,male,group C,associate's degree,standard,none,78,76,72
5579,595,female,group B,some college,standard,none,70,76,79
5580,596,female,group C,some college,standard,completed,59,58,64
5581,597,male,group B,high school,free/reduced,completed,50,47,48
5582,598,male,group C,bachelor's degree,free/reduced,none,64,68,54
5583,599,female,group C,associate's degree,standard,none,90,93,93
5584,600,female,group B,high school,free/reduced,none,43,50,47
5585,601,male,group D,associate's degree,standard,completed,81,73,80
5586,602,male,group B,some high school,standard,completed,44,51,53
5587,603,male,group D,some college,standard,none,70,65,66
5588,604,female,group B,high school,free/reduced,none,29,28,33
5589,605,female,group D,high school,free/reduced,completed,52,66,68
5590,606,male,group E,some college,free/reduced,none,71,66,66
5591,607,male,group C,some high school,standard,none,67,59,62
5592,608,male,group B,associate's degree,free/reduced,none,42,55,51
5593,609,female,group C,high school,standard,none,78,78,76
5594,610,male,group B,some college,standard,none,66,68,67
5595,611,female,group B,high school,free/reduced,completed,64,82,79
5596,612,male,group D,some college,free/reduced,none,72,74,67
5597,613,male,group E,some high school,standard,none,77,68,59
5598,614,male,group B,some college,standard,none,79,69,73
5599,615,male,group B,high school,standard,none,46,39,27
5600,616,male,group D,some college,standard,none,66,71,68
5601,617,male,group D,associate's degree,standard,completed,67,71,70
5602,618,female,group C,some college,free/reduced,none,67,79,77
5603,619,female,group C,bachelor's degree,free/reduced,completed,56,64,69
5604,620,female,group C,some college,free/reduced,completed,60,67,70
5605,621,male,group B,some college,standard,none,49,50,54
5606,622,female,group C,associate's degree,standard,none,87,92,94
5607,623,female,group D,some high school,standard,completed,70,79,88
5608,624,male,group C,some college,standard,completed,56,40,42
5609,625,female,group E,some high school,standard,none,90,100,96
5610,626,male,group E,some college,free/reduced,completed,69,56,65
5611,627,female,group D,high school,standard,none,53,65,62
5612,628,male,group D,high school,standard,completed,70,64,62
5613,629,female,group E,high school,free/reduced,completed,71,76,74
5614,630,male,group D,bachelor's degree,standard,none,63,63,58
5615,631,female,group E,some college,standard,none,73,72,74
5616,632,female,group D,high school,standard,none,65,76,72
5617,633,female,group C,some college,standard,none,54,59,58
5618,634,female,group E,some college,free/reduced,completed,79,86,90
5619,635,male,group D,master's degree,standard,none,70,59,61
5620,636,female,group D,some high school,standard,completed,85,96,94
5621,637,male,group D,high school,standard,completed,82,70,77
5622,638,male,group C,master's degree,free/reduced,completed,79,81,78
5623,639,male,group A,some high school,standard,completed,100,92,93
5624,640,female,group E,master's degree,standard,none,93,100,100
5625,641,male,group B,some college,standard,none,45,42,41
5626,642,male,group A,associate's degree,standard,completed,93,97,97
5627,643,male,group E,some college,free/reduced,completed,64,75,72
5628,644,male,group B,associate's degree,free/reduced,none,68,60,60
5629,645,female,group C,bachelor's degree,standard,none,82,84,87
5630,646,female,group B,associate's degree,standard,completed,69,84,92
5631,647,male,group E,some high school,free/reduced,none,87,68,69
5632,648,female,group D,associate's degree,standard,completed,79,95,88
5633,649,female,group E,some high school,free/reduced,none,65,72,64
5634,650,female,group D,high school,free/reduced,none,54,64,62
5635,651,female,group D,some college,standard,none,79,89,94
5636,652,female,group B,high school,standard,none,63,72,67
5637,653,female,group A,some college,standard,none,85,98,90
5638,654,female,group A,bachelor's degree,standard,completed,57,67,65
5639,655,male,group B,master's degree,standard,none,66,59,52
5640,656,male,group A,high school,free/reduced,none,45,46,42
5641,657,male,group D,some high school,standard,completed,81,78,81
